Query_ID,N_Value,M_Value,Baseline_Grover_Iterations,Adaptive_Stopping_Iteration,Iteration_Savings,Iteration_Savings_Percent,Final_Success_Probability,Confidence_Threshold
Q0013,5000,10,17,14,3,17.65,0.9271,0.9
Q0014,5000,16,13,11,2,15.38,0.9294,0.9
Q0015,5000,13,15,12,3,20.0,0.9152,0.9
Q0016,5000,12,16,13,3,18.75,0.94,0.9
Q0017,5000,11,16,13,3,18.75,0.9104,0.9
Q0018,5000,9,18,15,3,16.67,0.9363,0.9
Q0019,5000,20,12,10,2,16.67,0.9427,0.9
Q0020,5000,33,9,8,1,11.11,0.965,0.9
Q0021,5000,24,11,9,2,18.18,0.9372,0.9
Q0022,5000,19,12,10,2,16.67,0.926,0.9
Q0023,5000,8,19,16,3,15.79,0.9386,0.9
Q0024,5000,10,17,14,3,17.65,0.9271,0.9
Q0025,5000,9,18,15,3,16.67,0.9363,0.9
Q0026,5000,17,13,11,2,15.38,0.9485,0.9
Q0027,5000,10,17,14,3,17.65,0.9271,0.9
Q0028,5000,29,10,8,2,20.0,0.9263,0.9
Q0029,5000,5,24,20,4,16.67,0.9268,0.9
Q0030,5000,3,32,25,7,21.88,0.9002,0.9
Q0031,5000,50,7,6,1,14.29,0.9296,0.9
Q0032,5000,50,7,6,1,14.29,0.9296,0.9
Q0033,5000,50,7,6,1,14.29,0.9296,0.9
Q0034,5000,50,7,6,1,14.29,0.9296,0.9
Q0035,5000,37,9,7,2,22.22,0.9242,0.9
Q0036,5000,29,10,8,2,20.0,0.9263,0.9
Q0037,5000,32,9,8,1,11.11,0.9568,0.9
Q0038,5000,50,7,6,1,14.29,0.9296,0.9
Q0039,5000,42,8,7,1,12.5,0.9628,0.9
Q0040,5000,50,7,6,1,14.29,0.9296,0.9
Q0041,5000,18,13,10,3,23.08,0.9069,0.9
Q0042,5000,25,11,9,2,18.18,0.9497,0.9
Q0043,5000,13,15,12,3,20.0,0.9152,0.9
Q0044,5000,19,12,10,2,16.67,0.926,0.9
Q0045,5000,15,14,11,3,21.43,0.9067,0.9
Q0046,5000,16,13,11,2,15.38,0.9294,0.9
Q0047,5000,10,17,14,3,17.65,0.9271,0.9
Q0048,5000,14,14,12,2,14.29,0.9401,0.9
Q0049,5000,1,55,25,30,54.55,0.4361,0.9
Q0050,5000,4,27,22,5,18.52,0.9139,0.9
Q0051,5000,2,39,25,14,35.9,0.7261,0.9
Q0052,5000,2,39,25,14,35.9,0.7261,0.9
Q0053,5000,1,55,25,30,54.55,0.4361,0.9
Q0054,5000,1,55,25,30,54.55,0.4361,0.9
Q0055,5000,1,55,25,30,54.55,0.4361,0.9
Q0056,5000,1,55,25,30,54.55,0.4361,0.9
Q0057,5000,1,55,25,30,54.55,0.4361,0.9
Q0058,5000,1,55,25,30,54.55,0.4361,0.9
Q0059,5000,1,55,25,30,54.55,0.4361,0.9
Q0060,5000,1,55,25,30,54.55,0.4361,0.9
Q0061,5000,7,20,17,3,15.0,0.9335,0.9
Q0062,5000,17,13,11,2,15.38,0.9485,0.9
Q0063,5000,9,18,15,3,16.67,0.9363,0.9
Q0064,5000,8,19,16,3,15.79,0.9386,0.9
Q0065,5000,2,39,25,14,35.9,0.7261,0.9
Q0066,5000,2,39,25,14,35.9,0.7261,0.9
Q0067,5000,3,32,25,7,21.88,0.9002,0.9
Q0068,5000,16,13,11,2,15.38,0.9294,0.9
Q0069,5000,4,27,22,5,18.52,0.9139,0.9
Q0070,5000,4,27,22,5,18.52,0.9139,0.9
Q0071,5000,1,55,25,30,54.55,0.4361,0.9
Q0072,5000,1,55,25,30,54.55,0.4361,0.9
Q0073,5000,12,16,13,3,18.75,0.94,0.9
Q0074,5000,19,12,10,2,16.67,0.926,0.9
Q0075,5000,19,12,10,2,16.67,0.926,0.9
Q0076,5000,13,15,12,3,20.0,0.9152,0.9
Q0077,5000,7,20,17,3,15.0,0.9335,0.9
Q0078,5000,7,20,17,3,15.0,0.9335,0.9
Q0079,5000,4,27,22,5,18.52,0.9139,0.9
Q0080,5000,20,12,10,2,16.67,0.9427,0.9
Q0081,5000,11,16,13,3,18.75,0.9104,0.9
Q0082,5000,10,17,14,3,17.65,0.9271,0.9
Q0083,5000,2,39,25,14,35.9,0.7261,0.9
Q0084,5000,3,32,25,7,21.88,0.9002,0.9
Q0085,5000,7,20,17,3,15.0,0.9335,0.9
Q0086,5000,8,19,16,3,15.79,0.9386,0.9
Q0087,5000,6,22,18,4,18.18,0.9189,0.9
Q0088,5000,9,18,15,3,16.67,0.9363,0.9
Q0089,5000,4,27,22,5,18.52,0.9139,0.9
Q0090,5000,5,24,20,4,16.67,0.9268,0.9
Q0091,5000,5,24,20,4,16.67,0.9268,0.9
Q0092,5000,9,18,15,3,16.67,0.9363,0.9
Q0093,5000,8,19,16,3,15.79,0.9386,0.9
Q0094,5000,3,32,25,7,21.88,0.9002,0.9
Q0095,5000,4,27,22,5,18.52,0.9139,0.9
Q0096,5000,8,19,16,3,15.79,0.9386,0.9
Q0097,5000,3,32,25,7,21.88,0.9002,0.9
Q0098,5000,8,19,16,3,15.79,0.9386,0.9
Q0099,5000,11,16,13,3,18.75,0.9104,0.9
Q0100,5000,4,27,22,5,18.52,0.9139,0.9
Q0101,5000,2,39,25,14,35.9,0.7261,0.9
Q0102,5000,4,27,22,5,18.52,0.9139,0.9
Q0103,5000,22,11,9,2,18.18,0.9072,0.9
Q0104,5000,43,8,7,1,12.5,0.9687,0.9
Q0105,5000,34,9,8,1,11.11,0.9723,0.9
Q0106,5000,48,8,6,2,25.0,0.9155,0.9
Q0107,5000,15,14,11,3,21.43,0.9067,0.9
Q0108,5000,23,11,9,2,18.18,0.923,0.9
Q0109,5000,7,20,17,3,15.0,0.9335,0.9
Q0110,5000,11,16,13,3,18.75,0.9104,0.9
Q0111,5000,10,17,14,3,17.65,0.9271,0.9
Q0112,5000,10,17,14,3,17.65,0.9271,0.9
Q0113,5000,6,22,18,4,18.18,0.9189,0.9
Q0114,5000,4,27,22,5,18.52,0.9139,0.9
Q0115,5000,3,32,25,7,21.88,0.9002,0.9
Q0116,5000,10,17,14,3,17.65,0.9271,0.9
Q0117,5000,4,27,22,5,18.52,0.9139,0.9
Q0118,5000,11,16,13,3,18.75,0.9104,0.9
Q0119,5000,2,39,25,14,35.9,0.7261,0.9
Q0120,5000,3,32,25,7,21.88,0.9002,0.9
Q0121,5000,1,55,25,30,54.55,0.4361,0.9
Q0122,5000,29,10,8,2,20.0,0.9263,0.9
Q0123,5000,1,55,25,30,54.55,0.4361,0.9
Q0124,5000,13,15,12,3,20.0,0.9152,0.9
Q0125,5000,1,55,25,30,54.55,0.4361,0.9
Q0126,5000,1,55,25,30,54.55,0.4361,0.9
Q0127,5000,45,8,7,1,12.5,0.9789,0.9
Q0128,5000,50,7,6,1,14.29,0.9296,0.9
Q0129,5000,50,7,6,1,14.29,0.9296,0.9
Q0130,5000,50,7,6,1,14.29,0.9296,0.9
Q0131,5000,14,14,12,2,14.29,0.9401,0.9
Q0132,5000,16,13,11,2,15.38,0.9294,0.9
Q0133,5000,6,22,18,4,18.18,0.9189,0.9
Q0134,5000,33,9,8,1,11.11,0.965,0.9
Q0135,5000,13,15,12,3,20.0,0.9152,0.9
Q0136,5000,34,9,8,1,11.11,0.9723,0.9
Q0137,5000,4,27,22,5,18.52,0.9139,0.9
Q0138,5000,9,18,15,3,16.67,0.9363,0.9
Q0139,5000,4,27,22,5,18.52,0.9139,0.9
Q0140,5000,10,17,14,3,17.65,0.9271,0.9
Q0141,5000,6,22,18,4,18.18,0.9189,0.9
Q0142,5000,9,18,15,3,16.67,0.9363,0.9
Q0143,5000,3,32,25,7,21.88,0.9002,0.9
Q0144,5000,3,32,25,7,21.88,0.9002,0.9
Q0145,5000,16,13,11,2,15.38,0.9294,0.9
Q0146,5000,50,7,6,1,14.29,0.9296,0.9
Q0147,5000,32,9,8,1,11.11,0.9568,0.9
Q0148,5000,41,8,7,1,12.5,0.9563,0.9
Q0149,5000,8,19,16,3,15.79,0.9386,0.9
Q0150,5000,13,15,12,3,20.0,0.9152,0.9
Q0151,5000,1,55,25,30,54.55,0.4361,0.9
Q0152,5000,3,32,25,7,21.88,0.9002,0.9
Q0153,5000,4,27,22,5,18.52,0.9139,0.9
Q0154,5000,1,55,25,30,54.55,0.4361,0.9
Q0155,5000,3,32,25,7,21.88,0.9002,0.9
Q0156,5000,3,32,25,7,21.88,0.9002,0.9
Q0157,5000,5,24,20,4,16.67,0.9268,0.9
Q0158,5000,9,18,15,3,16.67,0.9363,0.9
Q0159,5000,7,20,17,3,15.0,0.9335,0.9
Q0160,5000,9,18,15,3,16.67,0.9363,0.9
Q0161,5000,2,39,25,14,35.9,0.7261,0.9
Q0162,5000,4,27,22,5,18.52,0.9139,0.9
Q0163,5000,6,22,18,4,18.18,0.9189,0.9
Q0164,5000,9,18,15,3,16.67,0.9363,0.9
Q0165,5000,6,22,18,4,18.18,0.9189,0.9
Q0166,5000,6,22,18,4,18.18,0.9189,0.9
Q0167,5000,3,32,25,7,21.88,0.9002,0.9
Q0168,5000,4,27,22,5,18.52,0.9139,0.9
Q0169,5000,16,13,11,2,15.38,0.9294,0.9
Q0170,5000,50,7,6,1,14.29,0.9296,0.9
Q0171,5000,31,9,8,1,11.11,0.9477,0.9
Q0172,5000,7,20,17,3,15.0,0.9335,0.9
Q0173,5000,10,17,14,3,17.65,0.9271,0.9
Q0174,5000,14,14,12,2,14.29,0.9401,0.9
Q0175,5000,16,13,11,2,15.38,0.9294,0.9
Q0176,5000,50,7,6,1,14.29,0.9296,0.9
Q0177,5000,43,8,7,1,12.5,0.9687,0.9
Q0178,5000,50,7,6,1,14.29,0.9296,0.9
Q0179,5000,11,16,13,3,18.75,0.9104,0.9
Q0180,5000,22,11,9,2,18.18,0.9072,0.9
Q0181,5000,50,7,6,1,14.29,0.9296,0.9
Q0182,5000,50,7,6,1,14.29,0.9296,0.9
Q0183,5000,50,7,6,1,14.29,0.9296,0.9
Q0184,5000,50,7,6,1,14.29,0.9296,0.9
Q0185,5000,50,7,6,1,14.29,0.9296,0.9
Q0186,5000,47,8,6,2,25.0,0.9079,0.9
Q0187,5000,42,8,7,1,12.5,0.9628,0.9
Q0188,5000,50,7,6,1,14.29,0.9296,0.9
Q0189,5000,50,7,6,1,14.29,0.9296,0.9
Q0190,5000,50,7,6,1,14.29,0.9296,0.9
Q0191,5000,29,10,8,2,20.0,0.9263,0.9
Q0192,5000,27,10,8,2,20.0,0.9008,0.9
Q0193,5000,10,17,14,3,17.65,0.9271,0.9
Q0194,5000,34,9,8,1,11.11,0.9723,0.9
Q0195,5000,7,20,17,3,15.0,0.9335,0.9
Q0196,5000,14,14,12,2,14.29,0.9401,0.9
Q0197,5000,1,55,25,30,54.55,0.4361,0.9
Q0198,5000,2,39,25,14,35.9,0.7261,0.9
Q0199,5000,1,55,25,30,54.55,0.4361,0.9
Q0200,5000,3,32,25,7,21.88,0.9002,0.9
Q0201,5000,1,55,25,30,54.55,0.4361,0.9
Q0202,5000,3,32,25,7,21.88,0.9002,0.9
Q0203,5000,1,55,25,30,54.55,0.4361,0.9
Q0204,5000,1,55,25,30,54.55,0.4361,0.9
Q0205,5000,1,55,25,30,54.55,0.4361,0.9
Q0206,5000,1,55,25,30,54.55,0.4361,0.9
Q0207,5000,1,55,25,30,54.55,0.4361,0.9
Q0208,5000,2,39,25,14,35.9,0.7261,0.9
Q0209,5000,1,55,25,30,54.55,0.4361,0.9
Q0210,5000,1,55,25,30,54.55,0.4361,0.9
Q0211,5000,1,55,25,30,54.55,0.4361,0.9
Q0212,5000,1,55,25,30,54.55,0.4361,0.9
Q0213,5000,1,55,25,30,54.55,0.4361,0.9
Q0214,5000,2,39,25,14,35.9,0.7261,0.9
Q0215,5000,1,55,25,30,54.55,0.4361,0.9
Q0216,5000,1,55,25,30,54.55,0.4361,0.9
Q0217,5000,1,55,25,30,54.55,0.4361,0.9
Q0218,5000,5,24,20,4,16.67,0.9268,0.9
Q0219,5000,3,32,25,7,21.88,0.9002,0.9
Q0220,5000,3,32,25,7,21.88,0.9002,0.9
Q0221,5000,1,55,25,30,54.55,0.4361,0.9
Q0222,5000,1,55,25,30,54.55,0.4361,0.9
Q0223,5000,1,55,25,30,54.55,0.4361,0.9
Q0224,5000,2,39,25,14,35.9,0.7261,0.9
Q0225,5000,1,55,25,30,54.55,0.4361,0.9
Q0226,5000,2,39,25,14,35.9,0.7261,0.9
Q0227,5000,1,55,25,30,54.55,0.4361,0.9
Q0228,5000,1,55,25,30,54.55,0.4361,0.9
Q0229,5000,1,55,25,30,54.55,0.4361,0.9
Q0230,5000,1,55,25,30,54.55,0.4361,0.9
Q0231,5000,1,55,25,30,54.55,0.4361,0.9
Q0232,5000,1,55,25,30,54.55,0.4361,0.9
Q0233,5000,1,55,25,30,54.55,0.4361,0.9
Q0234,5000,1,55,25,30,54.55,0.4361,0.9
Q0235,5000,1,55,25,30,54.55,0.4361,0.9
Q0236,5000,1,55,25,30,54.55,0.4361,0.9
Q0237,5000,1,55,25,30,54.55,0.4361,0.9
Q0238,5000,1,55,25,30,54.55,0.4361,0.9
Q0239,5000,1,55,25,30,54.55,0.4361,0.9
Q0240,5000,1,55,25,30,54.55,0.4361,0.9
Q0241,5000,2,39,25,14,35.9,0.7261,0.9
Q0242,5000,16,13,11,2,15.38,0.9294,0.9
Q0243,5000,8,19,16,3,15.79,0.9386,0.9
Q0244,5000,3,32,25,7,21.88,0.9002,0.9
Q0245,5000,4,27,22,5,18.52,0.9139,0.9
Q0246,5000,1,55,25,30,54.55,0.4361,0.9
Q0247,5000,9,18,15,3,16.67,0.9363,0.9
Q0248,5000,50,7,6,1,14.29,0.9296,0.9
Q0249,5000,13,15,12,3,20.0,0.9152,0.9
Q0250,5000,10,17,14,3,17.65,0.9271,0.9
Q0251,5000,1,55,25,30,54.55,0.4361,0.9
Q0252,5000,1,55,25,30,54.55,0.4361,0.9
Q0253,5000,46,8,7,1,12.5,0.9832,0.9
Q0254,5000,50,7,6,1,14.29,0.9296,0.9
Q0255,5000,50,7,6,1,14.29,0.9296,0.9
Q0256,5000,50,7,6,1,14.29,0.9296,0.9
Q0257,5000,16,13,11,2,15.38,0.9294,0.9
Q0258,5000,29,10,8,2,20.0,0.9263,0.9
Q0259,5000,1,55,25,30,54.55,0.4361,0.9
Q0260,5000,1,55,25,30,54.55,0.4361,0.9
Q0261,5000,1,55,25,30,54.55,0.4361,0.9
Q0262,5000,1,55,25,30,54.55,0.4361,0.9
Q0263,5000,1,55,25,30,54.55,0.4361,0.9
Q0264,5000,1,55,25,30,54.55,0.4361,0.9
Q0265,5000,1,55,25,30,54.55,0.4361,0.9
Q0266,5000,8,19,16,3,15.79,0.9386,0.9
Q0267,5000,1,55,25,30,54.55,0.4361,0.9
Q0268,5000,2,39,25,14,35.9,0.7261,0.9
Q0269,5000,1,55,25,30,54.55,0.4361,0.9
Q0270,5000,1,55,25,30,54.55,0.4361,0.9
Q0271,5000,2,39,25,14,35.9,0.7261,0.9
Q0272,5000,18,13,10,3,23.08,0.9069,0.9
Q0273,5000,1,55,25,30,54.55,0.4361,0.9
Q0274,5000,11,16,13,3,18.75,0.9104,0.9
Q0275,5000,1,55,25,30,54.55,0.4361,0.9
Q0276,5000,1,55,25,30,54.55,0.4361,0.9
Q0277,5000,2,39,25,14,35.9,0.7261,0.9
Q0278,5000,25,11,9,2,18.18,0.9497,0.9
Q0279,5000,5,24,20,4,16.67,0.9268,0.9
Q0280,5000,2,39,25,14,35.9,0.7261,0.9
Q0281,5000,2,39,25,14,35.9,0.7261,0.9
Q0282,5000,2,39,25,14,35.9,0.7261,0.9
Q0283,5000,15,14,11,3,21.43,0.9067,0.9
Q0284,5000,42,8,7,1,12.5,0.9628,0.9
Q0285,5000,26,10,9,1,10.0,0.9607,0.9
Q0286,5000,21,12,10,2,16.67,0.957,0.9
Q0287,5000,22,11,9,2,18.18,0.9072,0.9
Q0288,5000,23,11,9,2,18.18,0.923,0.9
Q0289,5000,18,13,10,3,23.08,0.9069,0.9
Q0290,5000,50,7,6,1,14.29,0.9296,0.9
Q0291,5000,41,8,7,1,12.5,0.9563,0.9
Q0292,5000,28,10,8,2,20.0,0.9141,0.9
Q0293,5000,30,10,8,2,20.0,0.9375,0.9
Q0294,5000,39,8,7,1,12.5,0.9415,0.9
Q0295,5000,8,19,16,3,15.79,0.9386,0.9
Q0296,5000,22,11,9,2,18.18,0.9072,0.9
Q0297,5000,12,16,13,3,18.75,0.94,0.9
Q0298,5000,16,13,11,2,15.38,0.9294,0.9
Q0299,5000,6,22,18,4,18.18,0.9189,0.9
Q0300,5000,8,19,16,3,15.79,0.9386,0.9
Q0301,5000,29,10,8,2,20.0,0.9263,0.9
Q0302,5000,28,10,8,2,20.0,0.9141,0.9
Q0303,5000,27,10,8,2,20.0,0.9008,0.9
Q0304,5000,24,11,9,2,18.18,0.9372,0.9
Q0305,5000,29,10,8,2,20.0,0.9263,0.9
Q0306,5000,4,27,22,5,18.52,0.9139,0.9
Q0307,5000,4,27,22,5,18.52,0.9139,0.9
Q0308,5000,5,24,20,4,16.67,0.9268,0.9
Q0309,5000,3,32,25,7,21.88,0.9002,0.9
Q0310,5000,50,7,6,1,14.29,0.9296,0.9
Q0311,5000,50,7,6,1,14.29,0.9296,0.9
Q0312,5000,50,7,6,1,14.29,0.9296,0.9
Q0313,5000,50,7,6,1,14.29,0.9296,0.9
Q0314,5000,50,7,6,1,14.29,0.9296,0.9
Q0315,5000,50,7,6,1,14.29,0.9296,0.9
Q0316,5000,43,8,7,1,12.5,0.9687,0.9
Q0317,5000,38,9,7,2,22.22,0.9332,0.9
Q0318,5000,40,8,7,1,12.5,0.9492,0.9
Q0319,5000,45,8,7,1,12.5,0.9789,0.9
Q0320,5000,42,8,7,1,12.5,0.9628,0.9
Q0321,5000,8,19,16,3,15.79,0.9386,0.9
Q0322,5000,12,16,13,3,18.75,0.94,0.9
Q0323,5000,14,14,12,2,14.29,0.9401,0.9
Q0324,5000,1,55,25,30,54.55,0.4361,0.9
Q0325,5000,1,55,25,30,54.55,0.4361,0.9
Q0326,5000,1,55,25,30,54.55,0.4361,0.9
Q0327,5000,1,55,25,30,54.55,0.4361,0.9
Q0328,5000,1,55,25,30,54.55,0.4361,0.9
Q0329,5000,2,39,25,14,35.9,0.7261,0.9
Q0330,5000,2,39,25,14,35.9,0.7261,0.9
Q0331,5000,2,39,25,14,35.9,0.7261,0.9
Q0332,5000,2,39,25,14,35.9,0.7261,0.9
Q0333,5000,2,39,25,14,35.9,0.7261,0.9
Q0334,5000,1,55,25,30,54.55,0.4361,0.9
Q0335,5000,1,55,25,30,54.55,0.4361,0.9
Q0336,5000,1,55,25,30,54.55,0.4361,0.9
Q0337,5000,1,55,25,30,54.55,0.4361,0.9
Q0338,5000,1,55,25,30,54.55,0.4361,0.9
Q0339,5000,1,55,25,30,54.55,0.4361,0.9
Q0340,5000,1,55,25,30,54.55,0.4361,0.9
Q0341,5000,1,55,25,30,54.55,0.4361,0.9
Q0342,5000,1,55,25,30,54.55,0.4361,0.9
Q0343,5000,1,55,25,30,54.55,0.4361,0.9
Q0344,5000,1,55,25,30,54.55,0.4361,0.9
Q0345,5000,1,55,25,30,54.55,0.4361,0.9
Q0346,5000,1,55,25,30,54.55,0.4361,0.9
Q0347,5000,1,55,25,30,54.55,0.4361,0.9
Q0348,5000,1,55,25,30,54.55,0.4361,0.9
Q0349,5000,1,55,25,30,54.55,0.4361,0.9
Q0350,5000,1,55,25,30,54.55,0.4361,0.9
Q0351,5000,1,55,25,30,54.55,0.4361,0.9
Q0352,5000,1,55,25,30,54.55,0.4361,0.9
Q0353,5000,1,55,25,30,54.55,0.4361,0.9
Q0354,5000,2,39,25,14,35.9,0.7261,0.9
Q0355,5000,2,39,25,14,35.9,0.7261,0.9
Q0356,5000,3,32,25,7,21.88,0.9002,0.9
Q0357,5000,3,32,25,7,21.88,0.9002,0.9
Q0358,5000,2,39,25,14,35.9,0.7261,0.9
Q0359,5000,1,55,25,30,54.55,0.4361,0.9
Q0360,5000,1,55,25,30,54.55,0.4361,0.9
Q0361,5000,1,55,25,30,54.55,0.4361,0.9
Q0362,5000,1,55,25,30,54.55,0.4361,0.9
Q0363,5000,1,55,25,30,54.55,0.4361,0.9
Q0364,5000,1,55,25,30,54.55,0.4361,0.9
Q0365,5000,1,55,25,30,54.55,0.4361,0.9
Q0366,5000,1,55,25,30,54.55,0.4361,0.9
Q0367,5000,1,55,25,30,54.55,0.4361,0.9
Q0368,5000,1,55,25,30,54.55,0.4361,0.9
Q0369,5000,1,55,25,30,54.55,0.4361,0.9
Q0370,5000,1,55,25,30,54.55,0.4361,0.9
Q0371,5000,1,55,25,30,54.55,0.4361,0.9
Q0372,5000,1,55,25,30,54.55,0.4361,0.9
Q0373,5000,1,55,25,30,54.55,0.4361,0.9
Q0374,5000,1,55,25,30,54.55,0.4361,0.9
Q0375,5000,1,55,25,30,54.55,0.4361,0.9
Q0376,5000,1,55,25,30,54.55,0.4361,0.9
Q0377,5000,1,55,25,30,54.55,0.4361,0.9
Q0378,5000,1,55,25,30,54.55,0.4361,0.9
Q0379,5000,2,39,25,14,35.9,0.7261,0.9
Q0380,5000,1,55,25,30,54.55,0.4361,0.9
Q0381,5000,2,39,25,14,35.9,0.7261,0.9
Q0382,5000,2,39,25,14,35.9,0.7261,0.9
Q0383,5000,2,39,25,14,35.9,0.7261,0.9
Q0384,5000,1,55,25,30,54.55,0.4361,0.9
Q0385,5000,1,55,25,30,54.55,0.4361,0.9
Q0386,5000,1,55,25,30,54.55,0.4361,0.9
Q0387,5000,1,55,25,30,54.55,0.4361,0.9
Q0388,5000,1,55,25,30,54.55,0.4361,0.9
Q0389,5000,1,55,25,30,54.55,0.4361,0.9
Q0390,5000,1,55,25,30,54.55,0.4361,0.9
Q0391,5000,1,55,25,30,54.55,0.4361,0.9
Q0392,5000,1,55,25,30,54.55,0.4361,0.9
Q0393,5000,1,55,25,30,54.55,0.4361,0.9
Q0394,5000,1,55,25,30,54.55,0.4361,0.9
Q0395,5000,1,55,25,30,54.55,0.4361,0.9
Q0396,5000,1,55,25,30,54.55,0.4361,0.9
Q0397,5000,1,55,25,30,54.55,0.4361,0.9
Q0398,5000,1,55,25,30,54.55,0.4361,0.9
